gene	phenotype	dd.p	dd.fdr	direction	n_tumor_types	tumors	n_samples	n_mutated	mut_freq	mut.E1	mut.E0	E1	E0	alpha_e	cohort
AXIN1	C1	0.00182653542354343	0.355254172280768	up_in_subtype	11	BLCA,BRCA,COADREAD,GBM,HNSC,KIRP,LIHC,LUSC,OV,STAD,UCEC	4442	69	0.0155	33	36	1636	2806	1.43714665107	c073
HRAS	C1	0.00501447795788019	0.355254172280768	up_in_rest	5	BLCA,HNSC,LUSC,PCPG,THCA	1983	89	0.0449	8	81	549	1434	-1.39768817323745	c186
KRAS	C1	0.00896883626697751	0.355254172280768	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,KIRP,LIHC,LUAD,LUSC,OV,PAAD,STAD,TGCT,UCEC,UCS	4835	621	0.1284	319	302	1754	3081	0.597069652005477	c057
CASP8	C1	0.0109049354825272	0.355254172280768	up_in_rest	8	BLCA,BRCA,CESC,HNSC,LUAD,LUSC,STAD,UCEC	3784	124	0.0328	25	99	1345	2439	-0.754963672706169	c102
HLA-A	C1	0.0113552115752376	0.355254172280768	up_in_rest	4	CESC,HNSC,LUSC,STAD	1547	37	0.0239	5	32	566	981	-1.72108883256684	c210
PDGFRA	C1	0.0119464440165903	0.355254172280768	up_in_subtype	13	BLCA,BRCA,COADREAD,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	5452	126	0.0231	50	76	1707	3745	0.971651577386054	c034
SMARCA4	C1	0.0134174637739467	0.355254172280768	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,STAD,UCEC	5987	222	0.0371	86	136	1824	4163	0.65634895535699	c020
KEAP1	C1	0.0148598069386875	0.355254172280768	up_in_subtype	6	BLCA,HNSC,LIHC,LUAD,LUSC,UCEC	2519	160	0.0635	63	97	840	1679	0.961968685909156	c170
PLCB4	C1	0.0161607967188761	0.355254172280768	up_in_subtype	9	BLCA,BRCA,COADREAD,HNSC,LIHC,LUAD,LUSC,OV,PRAD	4111	95	0.0231	41	54	1412	2699	1.05133906212468	c088
SOS1	C1	0.0173831011742972	0.355254172280768	up_in_subtype	9	BLCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,UCEC	3601	87	0.0242	45	42	1291	2310	1.04797197496301	c109
MSH2	C1	0.0180321340953587	0.355254172280768	up_in_rest	3	BLCA,BRCA,LUAD	1801	22	0.0122	3	19	576	1225	-2.28937281622851	c192
TET2	C1	0.0193775003062237	0.355254172280768	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,SARC,STAD,UCEC	4443	67	0.0151	36	31	1783	2660	0.878409713460899	c078
CUL3	C1	0.0289797705925848	0.490426886951435	up_in_subtype	8	BLCA,COADREAD,HNSC,KIRP,LUAD,LUSC,PRAD,UCEC	3301	78	0.0236	38	40	1231	2070	0.904155854860546	c132
RAD21	C1	0.039821147695934	0.569642552373813	up_in_subtype	5	BLCA,CESC,COADREAD,LUAD,LUSC	1978	38	0.0192	18	20	937	1041	2.15904252042161	c187
DNMT3A	C1	0.0416518571460294	0.569642552373813	up_in_subtype	9	BLCA,BRCA,HNSC,KIRP,LGG,LIHC,LUAD,LUSC,UCEC	4290	82	0.0191	23	59	1183	3107	1.16829657427748	c084
HLA-B	C1	0.0425273069960446	0.569642552373813	up_in_rest	7	CESC,COADREAD,ESCA,HNSC,LUSC,STAD,UCEC	2612	53	0.0203	14	39	1215	1397	-0.778479550606	c164
ASXL1	C1	0.0446184194573039	0.569642552373813	up_in_rest	10	BLCA,BRCA,COADREAD,ESCA,HNSC,KIRC,LUAD,LUSC,STAD,UCEC	4498	118	0.0262	39	79	1728	2770	-0.627040894628968	c070
MAP2K4	C1	0.0478491240080284	0.569642552373813	up_in_rest	4	BRCA,COADREAD,LUAD,UCEC	2308	50	0.0217	16	34	987	1321	-1.27713729593004	c173
IL7R	C1	0.0491964022504657	0.569642552373813	up_in_subtype	7	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,STAD	3538	62	0.0175	34	28	1449	2089	0.960978154698801	c113
ZNF750	C1	0.0687146985339107	0.753582409549365	up_in_rest	4	BLCA,ESCA,HNSC,LUSC	1494	40	0.0268	11	29	617	877	-1.00341007395293	c212
MECOM	C1	0.0741734370154204	0.753582409549365	up_in_subtype	8	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,OV,UCEC	3687	77	0.0209	37	40	1205	2482	0.789899700256666	c103
PPP2R1A	C1	0.0767487203777543	0.753582409549365	up_in_rest	5	CESC,LUAD,LUSC,UCEC,UCS	1595	96	0.0602	32	64	617	978	-0.92602008967871	c208
PBRM1	C1	0.0830157478694194	0.753582409549365	up_in_rest	13	BLCA,BRCA,CESC,CHOL,COADREAD,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	5242	170	0.0324	29	141	1759	3483	-0.538963339766729	c044
CHD3	C1	0.0832580647847708	0.753582409549365	up_in_rest	9	BLCA,BRCA,CESC,ESCA,HNSC,LUAD,LUSC,STAD,UCEC	3954	96	0.0243	30	66	1415	2539	-0.561438795336666	c096
MAP3K1	C1	0.0868896616694421	0.753582409549365	up_in_subtype	7	BLCA,BRCA,COADREAD,GBM,LUAD,LUSC,UCEC	3246	95	0.0293	50	45	1413	1833	0.546814302086149	c133
FBXW7	C1	0.0890597393103795	0.753582409549365	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,OV,STAD,UCEC,UCS	4611	267	0.0579	148	119	1837	2774	0.4343681877288	c063
EZH2	C1	0.0958428016252923	0.767306766652519	up_in_rest	4	BLCA,LUAD,LUSC,UCEC	1686	22	0.013	5	17	695	991	-1.25316528703921	c204
MLH1	C1	0.101730703636934	0.767306766652519	up_in_rest	7	BLCA,CESC,COADREAD,LUAD,LUSC,STAD,UCEC	2756	44	0.016	15	29	1258	1498	-0.987152605223644	c158
RASA1	C1	0.102655308706022	0.767306766652519	up_in_subtype	8	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	3859	83	0.0215	31	52	1298	2561	0.819034136604801	c101
IDH1	C1	0.10876467344409	0.767306766652519	up_in_rest	8	BLCA,BRCA,CHOL,COADREAD,GBM,LGG,LIHC,LUAD	3249	434	0.1336	7	427	983	2266	-0.991183513150217	c134
RUNX1	C1	0.114452279770451	0.767306766652519	up_in_subtype	2	BLCA,BRCA	1386	27	0.0195	14	13	508	878	0.999517046118719	c217
BRAF	C1	0.115302073468828	0.767306766652519	up_in_rest	10	BLCA,COADREAD,GBM,HNSC,LUAD,LUSC,PRAD,STAD,THCA,UCEC	3961	388	0.098	37	351	1350	2611	-0.501428935921944	c099
SPTAN1	C1	0.11530988516082	0.767306766652519	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4860	159	0.0327	49	110	1770	3090	-0.422029597801104	c056
MYCN	C1	0.12175603664414	0.767306766652519	up_in_subtype	2	BLCA,UCEC	824	16	0.0194	11	5	371	453	1.36979574940125	c234
KLF5	C1	0.122618404311276	0.767306766652519	up_in_rest	4	BLCA,CESC,COADREAD,LUSC	1563	40	0.0256	15	25	869	694	-1.03079209836561	c209
PIK3CB	C1	0.125559289088594	0.767306766652519	up_in_subtype	8	BLCA,BRCA,GBM,HNSC,LUAD,LUSC,OV,UCEC	3446	59	0.0171	30	29	1185	2261	0.606657435698572	c116
THRAP3	C1	0.140522416435283	0.813341202862875	up_in_subtype	8	BLCA,BRCA,COADREAD,LUAD,LUSC,OV,STAD,UCEC	3655	54	0.0148	31	23	1554	2101	0.953616393861494	c106
TP53	C1	0.142299650067227	0.813341202862875	up_in_subtype	23	ACC,BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PRAD,SARC,STAD,UCEC,UCS	7153	2904	0.406	1034	1870	2055	5098	0.340453077166504	c003
CUL1	C1	0.14769355160174	0.813341202862875	up_in_rest	8	BLCA,BRCA,CESC,GBM,HNSC,LUAD,LUSC,STAD	3451	71	0.0206	18	53	1144	2307	-0.671913484059924	c121
PIK3CG	C1	0.147880218702341	0.813341202862875	up_in_rest	10	BLCA,COADREAD,GBM,HNSC,LUAD,LUSC,OV,PRAD,STAD,UCEC	3650	135	0.037	43	92	1373	2277	-0.467325255414557	c107
WHSC1	C1	0.163306049277154	0.826983234901815	up_in_subtype	7	BLCA,BRCA,HNSC,LIHC,LUAD,STAD,UCEC	3412	53	0.0155	22	31	1042	2370	0.467546770779983	c126
KMT2A	C1	0.169029792831078	0.826983234901815	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,THCA,UCEC	5674	224	0.0395	89	135	1843	3831	0.388580335541	c026
ASXL2	C1	0.172384049236693	0.826983234901815	up_in_subtype	9	BLCA,BRCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,UCEC	4245	108	0.0254	51	57	1625	2620	0.473039373444501	c086
GATA3	C1	0.178286985798217	0.826983234901815	up_in_subtype	7	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,STAD	3538	61	0.0172	28	33	1449	2089	0.59788207458381	c113
CTCF	C1	0.181213234471022	0.826983234901815	up_in_subtype	5	BLCA,BRCA,COADREAD,HNSC,UCEC	2770	101	0.0365	51	50	1210	1560	0.489294621197493	c156
MSH3	C1	0.192840864310478	0.826983234901815	up_in_subtype	5	BLCA,HNSC,LUAD,LUSC,UCEC	2175	30	0.0138	14	16	818	1357	0.932016122471884	c180
ZFHX3	C1	0.192970715608595	0.826983234901815	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,LIHC,LUAD,LUSC,OV,PRAD,STAD,THCA,UCEC	6096	210	0.0344	91	119	1812	4284	0.486434676357301	c015
XPO1	C1	0.193958203721622	0.826983234901815	up_in_subtype	6	BLCA,BRCA,CESC,HNSC,LIHC,LUAD	2903	39	0.0134	12	27	790	2113	0.382130067652214	c151
PIK3CA	C1	0.196246707231461	0.826983234901815	up_in_rest	19	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SARC,STAD,UCEC,UCS	6666	1222	0.1833	479	743	2019	4647	-0.250086661731918	c006
SPOP	C1	0.199453247206726	0.826983234901815	up_in_subtype	5	BLCA,BRCA,PRAD,UCEC,UCS	2251	95	0.0422	28	67	766	1485	0.697009665254826	c176
RAC1	C1	0.202254754447775	0.826983234901815	up_in_rest	2	BLCA,HNSC	877	16	0.0182	3	13	291	586	-0.976819134981067	c232
NOTCH1	C1	0.202723409107982	0.826983234901815	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRP,LGG,LIHC,LUAD,LUSC,SARC,STAD,UCEC	5730	253	0.0442	86	167	1878	3852	0.360621101222443	c025
CREB3L3	C1	0.206424531333032	0.826983234901815	up_in_rest	5	BLCA,GBM,HNSC,LIHC,LUSC	1771	31	0.0175	7	24	571	1200	-0.887143604338201	c196
JAK2	C1	0.209436453856068	0.826983234901815	up_in_rest	6	BLCA,BRCA,CESC,HNSC,LUAD,LUSC	3006	43	0.0143	19	24	1024	1982	-1.53113576480271	c144
CTNNB1	C1	0.211288023190382	0.826983234901815	up_in_subtype	10	ACC,BLCA,COADREAD,ESCA,HNSC,LIHC,LUAD,PRAD,STAD,UCEC	3522	287	0.0815	99	188	1183	2339	0.444794802227686	c120
SPTA1	C1	0.220999112018647	0.826983234901815	up_in_subtype	18	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,STAD,THCA,UCEC	6919	625	0.0903	235	390	1938	4981	0.225804733220441	c004
NIPBL	C1	0.223409341000417	0.826983234901815	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LGG,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5835	191	0.0327	56	135	1872	3963	-0.355083746183073	c023
SETD2	C1	0.226177670051223	0.826983234901815	up_in_subtype	17	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PRAD,STAD,UCEC	6466	191	0.0295	56	135	1843	4623	0.437999830724159	c008
TNFAIP3	C1	0.228984900232836	0.826983234901815	up_in_rest	4	BLCA,LUAD,LUSC,UCEC	1686	27	0.016	8	19	695	991	-0.836682799162478	c204
SOX9	C1	0.230504386247555	0.826983234901815	up_in_subtype	3	COADREAD,HNSC,LUAD	1363	32	0.0235	22	10	567	796	0.998176284967834	c218
AJUBA	C1	0.231786876840126	0.826983234901815	up_in_rest	4	BLCA,CESC,HNSC,LUSC	1593	32	0.0201	7	25	616	977	-0.788987382857095	c207
TRAF3	C1	0.233058911654148	0.826983234901815	up_in_subtype	6	BRCA,CESC,HNSC,LUAD,LUSC,STAD	2960	31	0.0105	12	19	974	1986	0.662074778146795	c146
PTPN11	C1	0.238164762915416	0.831686473672881	up_in_rest	4	COADREAD,GBM,LGG,LUAD	1484	20	0.0135	5	15	446	1038	-1.73864962425136	c215
CYLD	C1	0.256465386191347	0.854010962622137	up_in_rest	4	HNSC,LUAD,LUSC,STAD	1693	31	0.0183	8	23	565	1128	-0.81404401425104	c203
MSH6	C1	0.265023282983362	0.854010962622137	up_in_rest	7	BLCA,BRCA,GBM,LUAD,LUSC,STAD,UCEC	3129	41	0.0131	15	26	1155	1974	-0.766211507458755	c139
PIK3R2	C1	0.269666042551955	0.854010962622137	up_in_subtype	3	LUSC,STAD,UCEC	1225	25	0.0204	16	9	577	648	0.876353711819981	c224
BRCA1	C1	0.275449158914622	0.854010962622137	up_in_subtype	10	BLCA,BRCA,CESC,HNSC,KIRC,LUAD,LUSC,OV,STAD,UCEC	4308	112	0.026	44	68	1376	2932	0.284978308980284	c080
RFC1	C1	0.276524145385674	0.854010962622137	up_in_subtype	5	BLCA,BRCA,LIHC,LUAD,UCEC	2581	31	0.012	12	19	801	1780	0.749287783845985	c166
POLQ	C1	0.277040134928616	0.854010962622137	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5547	200	0.0361	67	133	1847	3700	-0.233017152228615	c031
MUC6	C1	0.280791560891853	0.854010962622137	up_in_subtype	11	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	4853	131	0.027	56	75	1746	3107	0.460706711489787	c060
FAT1	C1	0.288083354745279	0.854010962622137	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,SARC,STAD,UCEC	6084	373	0.0613	118	255	1839	4245	-0.173541383523981	c014
CDK12	C1	0.291442445828996	0.854010962622137	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5168	119	0.023	41	78	1786	3382	0.410954342622281	c045
SMAD4	C1	0.291539656271784	0.854010962622137	up_in_subtype	11	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,PAAD,PRAD,STAD	4524	175	0.0387	85	90	1678	2846	0.32608085308411	c072
DACH1	C1	0.294311788515012	0.854010962622137	up_in_subtype	5	BLCA,BRCA,HNSC,LUAD,LUSC	2737	53	0.0194	24	29	955	1782	0.608739981402294	c157
PMS1	C1	0.29471768392425	0.854010962622137	up_in_rest	4	BLCA,BRCA,LUAD,LUSC	2248	39	0.0173	12	27	832	1416	-0.616383081554591	c175
NSD1	C1	0.295021968905829	0.854010962622137	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,LIHC,LUAD,LUSC,OV,STAD,UCEC	5281	203	0.0384	84	119	1844	3437	0.222751355228902	c039
DHX9	C1	0.307412235458933	0.878320672739809	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4587	79	0.0172	32	47	1743	2844	0.437374495996748	c068
SF1	C1	0.3277127707207	0.89702559614887	up_in_rest	5	BLCA,HNSC,LUAD,STAD,UCEC	2070	37	0.0179	7	30	680	1390	-0.623058506389628	c184
KIF1A	C1	0.33245662981767	0.89702559614887	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LUAD,LUSC,PRAD,SARC,STAD,UCEC	5634	136	0.0241	58	78	1896	3738	0.360465498033731	c030
GRIN2D	C1	0.333790639661673	0.89702559614887	up_in_subtype	6	BLCA,HNSC,LUAD,LUSC,STAD,UCEC	2517	41	0.0163	20	21	936	1581	0.667023796827724	c171
RHOA	C1	0.338766096270458	0.89702559614887	up_in_rest	6	BLCA,BRCA,HNSC,LUAD,STAD,UCEC	3068	65	0.0212	19	46	1020	2048	-0.376120761351537	c142
GNAS	C1	0.342278599884721	0.89702559614887	up_in_rest	8	BLCA,CESC,COADREAD,ESCA,LUAD,PAAD,STAD,UCEC	2625	44	0.0168	16	28	1128	1497	-0.649641703693467	c167
CTNND1	C1	0.343730314440037	0.89702559614887	up_in_subtype	10	BLCA,BRCA,COADREAD,ESCA,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4488	76	0.0169	34	42	1744	2744	0.351655313098386	c075
ZC3H12A	C1	0.344472695720214	0.89702559614887	up_in_rest	3	BLCA,BRCA,STAD	1728	20	0.0116	6	14	626	1102	-0.685701857464756	c199
ZNF133	C1	0.349154370797164	0.89702559614887	up_in_subtype	4	BLCA,LUAD,LUSC,OV	1420	21	0.0148	10	11	517	903	0.872122107581175	c214
TGFBR2	C1	0.351281037233836	0.89702559614887	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,PAAD,STAD	4123	83	0.0201	27	56	1644	2479	-0.447250053458803	c089
COL5A1	C1	0.354732849386144	0.89702559614887	up_in_rest	16	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LIHC,LUAD,LUSC,OV,PAAD,PRAD,STAD,UCEC	5843	181	0.031	62	119	1933	3910	-0.155333759355438	c022
MAP3K4	C1	0.359701463169602	0.897872095974473	up_in_rest	11	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,STAD,UCEC	4941	114	0.0231	37	77	1749	3192	-0.330760599325161	c054
JAK1	C1	0.366204020965533	0.897872095974473	up_in_subtype	7	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,UCEC	3517	59	0.0168	24	35	1180	2337	0.937597863507111	c115
ESR1	C1	0.367311311989557	0.897872095974473	up_in_subtype	7	BLCA,BRCA,COADREAD,LUAD,LUSC,STAD,UCEC	3485	49	0.0141	25	24	1529	1956	0.508989102888608	c119
NF1	C1	0.373134404798688	0.902083176436389	up_in_rest	16	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PCPG,STAD,UCEC	6165	267	0.0433	81	186	1779	4386	-0.257898921509757	c013
EPHA2	C1	0.37880324267637	0.905833841182624	up_in_subtype	9	BLCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	3589	88	0.0245	31	57	1403	2186	0.0109273964397317	c112
PTCH1	C1	0.389053567956632	0.92034177366085	up_in_subtype	9	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,OV,STAD,UCEC	4144	84	0.0203	33	51	1677	2467	0.174168708943384	c087
EEF1A1	C1	0.401129572540362	0.929180651597824	up_in_subtype	8	BLCA,BRCA,GBM,HNSC,LIHC,LUAD,STAD,UCEC	3515	55	0.0156	14	41	1044	2471	0.235190688967177	c117
PTPRC	C1	0.407213851077448	0.929180651597824	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC	6219	162	0.026	59	103	1870	4349	0.211079353484405	c012
GTF2I	C1	0.409252834639364	0.929180651597824	up_in_subtype	5	BLCA,BRCA,CESC,HNSC,LUAD	2559	35	0.0137	15	20	768	1791	0.471051367175574	c168
RET	C1	0.413192249771749	0.929180651597824	up_in_subtype	11	BLCA,BRCA,COADREAD,GBM,HNSC,LUAD,LUSC,OV,PCPG,STAD,UCEC	4425	87	0.0197	41	46	1679	2746	0.647836818288169	c076
EEF2	C1	0.413907744802667	0.929180651597824	up_in_subtype	5	BLCA,BRCA,HNSC,STAD,UCEC	2653	29	0.0109	13	16	952	1701	0.625579279221408	c161
BRCA2	C1	0.423808478082651	0.940037172991264	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	6054	225	0.0372	90	135	1847	4207	0.249005895194028	c016
CHEK2	C1	0.427289624086938	0.940037172991264	up_in_subtype	5	BLCA,BRCA,LUAD,LUSC,UCEC	2684	36	0.0134	17	19	1035	1649	0.304685098221244	c160
RB1	C1	0.442147052376702	0.963092589335391	up_in_rest	11	BLCA,BRCA,CESC,GBM,HNSC,LIHC,LUAD,LUSC,OV,SARC,UCEC	4259	189	0.0444	55	134	1338	2921	-0.261557245141502	c082
LATS2	C1	0.448253403721802	0.966821066850945	up_in_subtype	6	BLCA,LGG,LUAD,LUSC,MESO,UCEC	2271	40	0.0176	16	24	725	1546	0.184318658654044	c177
JAK3	C1	0.45669937810635	0.975474399838806	up_in_subtype	8	BLCA,BRCA,GBM,LIHC,LUAD,LUSC,OV,UCEC	3301	58	0.0176	25	33	1084	2217	0.339136456328747	c129
TSC2	C1	0.464106496062656	0.975614007311682	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5023	91	0.0181	33	58	1771	3252	-0.372079578924665	c049
PSIP1	C1	0.465633958035121	0.975614007311682	up_in_rest	3	BLCA,HNSC,LUAD	1292	26	0.0201	9	17	359	933	-0.794435602965452	c221
KMT2C	C1	0.476674973492541	0.980943232340109	up_in_rest	19	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,THCA,UCEC	7239	538	0.0743	172	366	1947	5292	-0.143833637326011	c002
TLR4	C1	0.477868444918388	0.980943232340109	up_in_subtype	9	BLCA,BRCA,ESCA,HNSC,LUAD,LUSC,OV,STAD,UCEC	3855	147	0.0381	54	93	1371	2484	0.203188634996573	c098
TSC1	C1	0.496823267739179	0.980943232340109	up_in_subtype	6	BLCA,BRCA,LIHC,LUAD,LUSC,UCEC	3028	57	0.0188	22	35	1057	1971	0.280399016917543	c143
KMT2B	C1	0.50029703915919	0.980943232340109	up_in_subtype	13	ACC,BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	5034	183	0.0364	77	106	1749	3285	0.224901512901031	c051
NOTCH2	C1	0.50031421664722	0.980943232340109	up_in_rest	12	BLCA,BRCA,CESC,ESCA,GBM,HNSC,KIRC,LIHC,LUAD,LUSC,STAD,UCEC	4755	128	0.0269	41	87	1445	3310	-0.0922032930868817	c061
ZBTB7B	C1	0.502709853506958	0.980943232340109	up_in_subtype	5	BLCA,LUAD,LUSC,UCEC,UCS	1714	38	0.0222	18	20	716	998	0.466120524769071	c201
CDH1	C1	0.503189727756289	0.980943232340109	up_in_rest	7	BLCA,BRCA,LIHC,LUAD,LUSC,STAD,UCEC	3370	126	0.0374	38	88	1175	2195	-0.264976620175526	c128
EPAS1	C1	0.50855145550476	0.980943232340109	up_in_rest	7	BLCA,BRCA,CESC,HNSC,LUAD,PCPG,UCEC	3173	45	0.0142	9	36	971	2202	-0.363638643417796	c137
KMT2D	C1	0.512576350832651	0.980943232340109	up_in_subtype	19	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC,UCS	6786	524	0.0772	200	324	1966	4820	0.13569770019639	c005
RNF43	C1	0.518868835717141	0.980943232340109	up_in_subtype	8	COADREAD,KIRC,LUAD,LUSC,OV,PAAD,STAD,UCEC	2769	49	0.0177	22	27	1108	1661	0.332230440758335	c154
APC	C1	0.519883888514352	0.980943232340109	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5261	516	0.0981	352	164	1804	3457	-0.146618100720077	c042
CREBBP	C1	0.533787600462992	0.980943232340109	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5296	218	0.0412	76	142	1843	3453	-0.187935287243951	c040
CACNA1A	C1	0.534125391380593	0.980943232340109	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5424	180	0.0332	72	108	1805	3619	0.366142681385747	c036
PGR	C1	0.53465190752991	0.980943232340109	up_in_rest	9	BLCA,BRCA,COADREAD,GBM,LIHC,LUAD,LUSC,STAD,UCEC	3932	65	0.0165	26	39	1553	2379	-0.384516235318915	c097
DICER1	C1	0.536839918600457	0.980943232340109	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4587	100	0.0218	42	58	1743	2844	0.225534915214286	c068
AXIN2	C1	0.53951877778706	0.980943232340109	up_in_subtype	7	BLCA,COADREAD,HNSC,LIHC,LUAD,STAD,UCEC	2873	53	0.0184	22	31	1078	1795	0.357357244070659	c155
FLT3	C1	0.550236733094301	0.992230174432346	up_in_rest	7	BLCA,ESCA,GBM,LUAD,LUSC,STAD,UCEC	2301	59	0.0256	20	39	885	1416	-0.754255110203247	c174
CIC	C1	0.556033425425716	0.994531330029736	up_in_rest	10	BLCA,CESC,COADREAD,HNSC,LGG,LIHC,LUAD,LUSC,STAD,UCEC	4096	159	0.0388	28	131	1403	2693	-0.0671457114031493	c091
AKT1	C1	0.566561999032198	0.997184072055125	up_in_subtype	4	BRCA,CESC,THCA,UCEC	2184	50	0.0229	18	32	614	1570	0.336004159389276	c179
PLXNB2	C1	0.56658185912223	0.997184072055125	up_in_subtype	8	BLCA,CESC,COADREAD,HNSC,KIRP,LUAD,LUSC,UCEC	3169	133	0.042	53	80	1266	1903	0.186199705017036	c138
TBL1XR1	C1	0.588477882090424	1	up_in_subtype	6	BLCA,BRCA,CESC,LUAD,LUSC,UCEC	2953	34	0.0115	13	21	1104	1849	0.120641281200789	c148
ZFP36L1	C1	0.603769339537504	1	up_in_subtype	3	BLCA,LUAD,LUSC	1250	28	0.0224	11	17	492	758	0.658064363588429	c222
MTOR	C1	0.604638288505604	1	up_in_subtype	14	BLCA,BRCA,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	5622	180	0.032	63	117	1777	3845	0.107432129863395	c028
IL6ST	C1	0.606500062738203	1	up_in_rest	3	BLCA,BRCA,COADREAD	1845	20	0.0108	9	11	884	961	-0.551920727907573	c191
ARID1A	C1	0.607205776887738	1	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,PAAD,STAD,UCEC	6030	361	0.0599	149	212	1878	4152	-0.108774607503792	c018
