gene	phenotype	dd.p	dd.fdr	direction	n_tumor_types	tumors	n_samples	n_mutated	mut_freq	mut.E1	mut.E0	E1	E0	alpha_e	cohort
TNFAIP3	C3	0.258798934786661	0.584544237215797	up_in_rest	4	BLCA,LUAD,LUSC,UCEC	1686	27	0.016	2	25	237	1449	-1.15437895138071	c204
ZFP36L1	C3	0.262202139551533	0.584544237215797	up_in_subtype	3	BLCA,LUAD,LUSC	1250	28	0.0224	5	23	193	1057	1.49221688499664	c222
RAF1	C3	0.264971891651079	0.584544237215797	up_in_subtype	3	BRCA,COADREAD,LUAD	1872	15	0.008	4	11	349	1523	1.31095303080313	c189
MAP3K1	C3	0.268706854340087	0.584544237215797	up_in_subtype	7	BLCA,BRCA,COADREAD,GBM,LUAD,LUSC,UCEC	3246	95	0.0293	18	77	419	2827	0.45766933704098	c133
ERBB2	C3	0.272868450626155	0.584544237215797	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,STAD,UCEC	4413	166	0.0376	10	156	461	3952	-0.538653817167721	c081
BRCA2	C3	0.272900633540785	0.584544237215797	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	6054	225	0.0372	28	197	1099	4955	-0.31911085980675	c016
ATM	C3	0.273672983787396	0.584544237215797	up_in_rest	17	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SARC,STAD,UCEC	6294	290	0.0461	51	239	1467	4827	-0.390048926102993	c010
CIC	C3	0.280284479385995	0.59290947562422	up_in_rest	10	BLCA,CESC,COADREAD,HNSC,LGG,LIHC,LUAD,LUSC,STAD,UCEC	4096	159	0.0388	6	153	426	3670	-0.478538051614308	c091
HGF	C3	0.28527064552442	0.597709923955928	up_in_rest	8	BLCA,COADREAD,HNSC,LIHC,LUAD,LUSC,OV,STAD	3054	118	0.0386	13	105	374	2680	-0.477752921426622	c140
SF1	C3	0.301460153980534	0.617688123964016	up_in_rest	5	BLCA,HNSC,LUAD,STAD,UCEC	2070	37	0.0179	3	34	267	1803	-0.652807219376146	c184
SMAD4	C3	0.304551508734797	0.617688123964016	up_in_rest	11	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,PAAD,PRAD,STAD	4524	175	0.0387	22	153	759	3765	-0.505948154995238	c072
CTNNB1	C3	0.305001797138688	0.617688123964016	up_in_rest	10	ACC,BLCA,COADREAD,ESCA,HNSC,LIHC,LUAD,PRAD,STAD,UCEC	3522	287	0.0815	52	235	744	2778	-0.62980395292236	c120
PIK3R1	C3	0.306061464089137	0.617688123964016	up_in_rest	7	BRCA,COADREAD,GBM,HNSC,LGG,LUSC,UCEC	3439	88	0.0256	5	83	244	3195	-0.733925065613482	c123
MTOR	C3	0.308844061982008	0.617688123964016	up_in_rest	14	BLCA,BRCA,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	5622	180	0.032	40	140	906	4716	-0.508671485699099	c028
RNF111	C3	0.314331022195268	0.622998422369	up_in_rest	5	BLCA,HNSC,LUSC,OV,UCEC	1930	41	0.0212	0	41	74	1856	-1.50090758000767	c185
JAK1	C3	0.324328449930467	0.637073740934846	up_in_rest	7	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,UCEC	3517	59	0.0168	6	53	534	2983	-0.774439764136784	c115
AXIN1	C3	0.33459063738077	0.651415400210349	up_in_rest	11	BLCA,BRCA,COADREAD,GBM,HNSC,KIRP,LIHC,LUSC,OV,STAD,UCEC	4442	69	0.0155	12	57	611	3831	-0.667318092353674	c073
EGFR	C3	0.36946759151756	0.713007632753186	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LGG,LUAD,LUSC,OV,STAD,UCEC	5023	189	0.0376	22	167	467	4556	-0.397661320800033	c050
EPAS1	C3	0.377964394845525	0.722235707024916	up_in_rest	7	BLCA,BRCA,CESC,HNSC,LUAD,PCPG,UCEC	3173	45	0.0142	10	35	507	2666	-0.582766734809638	c137
CACNA1A	C3	0.381847524323587	0.722235707024916	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5424	180	0.0332	21	159	1083	4341	-0.562829235573225	c036
MLH1	C3	0.38409808055416	0.722235707024916	up_in_rest	7	BLCA,CESC,COADREAD,LUAD,LUSC,STAD,UCEC	2756	44	0.016	3	41	286	2470	-0.889545939451452	c158
KMT2D	C3	0.391822764462188	0.73021220304169	up_in_rest	19	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC,UCS	6786	524	0.0772	58	466	1440	5346	-0.257233371731748	c005
HIST1H1E	C3	0.394978418918005	0.73021220304169	up_in_rest	4	BLCA,LIHC,STAD,UCEC	1510	20	0.0132	1	19	226	1284	-0.850075975392651	c213
NIPBL	C3	0.403220932845366	0.739238376883171	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LGG,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5835	191	0.0327	17	174	906	4929	-0.407334223513851	c023
ABL1	C3	0.419350276238306	0.760515481693642	up_in_rest	6	BLCA,COADREAD,LUAD,LUSC,OV,UCEC	2315	37	0.016	3	34	254	2061	-1.03007020797631	c172
EZH2	C3	0.422648218600403	0.760515481693642	up_in_rest	4	BLCA,LUAD,LUSC,UCEC	1686	22	0.013	2	20	237	1449	-0.873989579934495	c204
THRAP3	C3	0.425197292037809	0.760515481693642	up_in_rest	8	BLCA,BRCA,COADREAD,LUAD,LUSC,OV,STAD,UCEC	3655	54	0.0148	3	51	455	3200	-0.9049882792777	c106
RUNX1	C3	0.444324946385975	0.78831845326544	up_in_rest	2	BLCA,BRCA	1386	27	0.0195	2	25	187	1199	-0.697737863366596	c217
MECOM	C3	0.462898663820858	0.81470164832471	up_in_rest	8	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,OV,UCEC	3687	77	0.0209	7	70	536	3151	-0.492709471683591	c103
HIST1H1C	C3	0.4764376765481	0.828987025544953	up_in_subtype	4	BLCA,HNSC,LIHC,LUSC	1668	27	0.0162	3	24	156	1512	0.770306339235716	c205
TBL1XR1	C3	0.481678874918454	0.828987025544953	up_in_subtype	6	BLCA,BRCA,CESC,LUAD,LUSC,UCEC	2953	34	0.0115	5	29	404	2549	0.988193450207283	c148
ALB	C3	0.482319723953427	0.828987025544953	up_in_rest	7	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,OV	3251	53	0.0163	6	47	492	2759	-0.614669272925984	c130
U2AF1	C3	0.491798211984511	0.834459498093234	up_in_rest	3	BLCA,LUAD,UCEC	1239	27	0.0218	4	23	231	1008	-0.631727728143357	c223
TBX3	C3	0.496781294719574	0.834459498093234	up_in_rest	6	BLCA,BRCA,COADREAD,LUAD,LUSC,OV	2877	44	0.0153	4	40	377	2500	-0.515542805416783	c149
PDGFRA	C3	0.496882701137335	0.834459498093234	up_in_rest	13	BLCA,BRCA,COADREAD,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	5452	126	0.0231	18	108	900	4552	-0.47714557738146	c034
NFE2L2	C3	0.504533241279601	0.837684395675467	up_in_subtype	9	BLCA,CESC,ESCA,HNSC,KIRP,LIHC,LUAD,LUSC,UCEC	3224	204	0.0633	17	187	566	2658	0.323534035080719	c135
HLA-A	C3	0.510558143357283	0.837684395675467	up_in_rest	4	CESC,HNSC,LUSC,STAD	1547	37	0.0239	0	37	42	1505	-0.90594745240944	c210
LZTR1	C3	0.514117587043326	0.837684395675467	up_in_rest	9	BLCA,BRCA,COADREAD,GBM,HNSC,LUAD,LUSC,OV,UCEC	3905	54	0.0138	4	50	423	3482	-0.642798332065792	c094
EEF1A1	C3	0.518687503379025	0.837684395675467	up_in_rest	8	BLCA,BRCA,GBM,HNSC,LIHC,LUAD,STAD,UCEC	3515	55	0.0156	11	44	562	2953	-0.0702381683462536	c117
FLT3	C3	0.519455554159529	0.837684395675467	up_in_rest	7	BLCA,ESCA,GBM,LUAD,LUSC,STAD,UCEC	2301	59	0.0256	6	53	277	2024	-0.722354897650976	c174
ARID1A	C3	0.521648919125177	0.837684395675467	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,PAAD,STAD,UCEC	6030	361	0.0599	46	315	1134	4896	0.200337144692992	c018
KMT2B	C3	0.533823038940027	0.84779949785932	up_in_rest	13	ACC,BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	5034	183	0.0364	23	160	799	4235	-0.098422698009848	c051
CCND1	C3	0.535655137283843	0.84779949785932	up_in_rest	2	BLCA,UCEC	824	27	0.0328	2	25	64	760	-0.808803892197258	c234
KIT	C3	0.546565605849667	0.858888809192334	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,LGG,LIHC,LUAD,LUSC,OV,STAD,TGCT,UCEC	5664	124	0.0219	10	114	602	5062	0.649450483794668	c027
CNBD1	C3	0.566810620189223	0.884385364834249	up_in_rest	8	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,STAD,UCEC	3974	68	0.0171	5	63	455	3519	-0.437005931053256	c093
CREB3L3	C3	0.57128099590468	0.885083233091758	up_in_rest	5	BLCA,GBM,HNSC,LIHC,LUSC	1771	31	0.0175	2	29	156	1615	-0.306435308817036	c196
KIF1A	C3	0.58111396372529	0.894021482654292	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LUAD,LUSC,PRAD,SARC,STAD,UCEC	5634	136	0.0241	20	116	1300	4334	-0.388750572475078	c030
ARID2	C3	0.594890832586502	0.90400441861122	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	5530	175	0.0316	22	153	788	4742	-0.331696392595931	c033
AXIN2	C3	0.599579368629015	0.90400441861122	up_in_rest	7	BLCA,COADREAD,HNSC,LIHC,LUAD,STAD,UCEC	2873	53	0.0184	6	47	410	2463	-0.354196668922482	c155
DNMT3A	C3	0.599930205078355	0.90400441861122	up_in_rest	9	BLCA,BRCA,HNSC,KIRP,LGG,LIHC,LUAD,LUSC,UCEC	4290	82	0.0191	11	71	737	3553	-0.340820613583307	c084
PTPDC1	C3	0.61998091691662	0.922898629049658	up_in_rest	4	BLCA,BRCA,LUAD,STAD	2143	18	0.0084	2	16	388	1755	-0.294326194992812	c181
GABRA6	C3	0.632659468799002	0.922898629049658	up_in_rest	8	BLCA,ESCA,GBM,LIHC,LUAD,LUSC,STAD,UCEC	2645	78	0.0295	11	67	405	2240	-0.277809917817368	c162
DICER1	C3	0.643800649875752	0.922898629049658	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4587	100	0.0218	10	90	583	4004	0.0893825088536708	c068
PBRM1	C3	0.651921410244682	0.922898629049658	up_in_subtype	13	BLCA,BRCA,CESC,CHOL,COADREAD,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	5242	170	0.0324	79	91	1098	4144	0.292590289294303	c044
ACVR1	C3	0.656138470663323	0.922898629049658	up_in_rest	4	BLCA,HNSC,LUAD,UCEC	1728	37	0.0214	3	34	233	1495	-0.601527288395513	c200
PMS2	C3	0.658945677775563	0.922898629049658	up_in_rest	6	BLCA,BRCA,HNSC,LUAD,LUSC,UCEC	3173	41	0.0129	4	37	406	2767	-0.347201233899282	c136
ZMYM2	C3	0.659514778900952	0.922898629049658	up_in_subtype	6	BLCA,BRCA,KIRC,LUAD,LUSC,UCEC	3038	52	0.0171	13	39	709	2329	0.51692034067238	c141
GATA3	C3	0.662009841637953	0.922898629049658	up_in_rest	7	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,STAD	3538	61	0.0172	5	56	411	3127	-0.525842227826101	c113
FGFR1	C3	0.665476302130279	0.922898629049658	up_in_rest	6	BLCA,BRCA,LUAD,LUSC,OV,UCEC	2854	27	0.0095	4	23	406	2448	-0.356286177133957	c150
FOXA1	C3	0.668497862330143	0.922898629049658	up_in_subtype	3	BLCA,BRCA,PRAD	1787	43	0.0241	15	28	492	1295	0.138916042270228	c194
IL7R	C3	0.672540603505246	0.922898629049658	up_in_rest	7	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,STAD	3538	62	0.0175	6	56	411	3127	-0.268227630396087	c113
AJUBA	C3	0.675562266777116	0.922898629049658	up_in_rest	4	BLCA,CESC,HNSC,LUSC	1593	32	0.0201	0	32	28	1565	-0.630971973351595	c207
IDH1	C3	0.676459741437394	0.922898629049658	up_in_subtype	8	BLCA,BRCA,CHOL,COADREAD,GBM,LGG,LIHC,LUAD	3249	434	0.1336	13	421	524	2725	0.351307978499351	c134
BRAF	C3	0.682163671247787	0.922898629049658	up_in_rest	10	BLCA,COADREAD,GBM,HNSC,LUAD,LUSC,PRAD,STAD,THCA,UCEC	3961	388	0.098	280	108	1038	2923	-0.162528486233393	c099
PMS1	C3	0.683164996806798	0.922898629049658	up_in_rest	4	BLCA,BRCA,LUAD,LUSC	2248	39	0.0173	6	33	360	1888	-0.239677762474104	c175
RFC1	C3	0.685064827575392	0.922898629049658	up_in_subtype	5	BLCA,BRCA,LIHC,LUAD,UCEC	2581	31	0.012	8	23	526	2055	0.525022007544007	c166
MSH6	C3	0.685324592239483	0.922898629049658	up_in_rest	7	BLCA,BRCA,GBM,LUAD,LUSC,STAD,UCEC	3129	41	0.0131	4	37	438	2691	-0.228573101887933	c139
MYC	C3	0.687978978018836	0.922898629049658	up_in_rest	2	HNSC,UCEC	925	15	0.0162	0	15	46	879	-0.80004618574918	c228
CSDE1	C3	0.694253436136424	0.925671248181899	up_in_rest	7	BLCA,BRCA,CESC,HNSC,LUAD,LUSC,UCEC	3442	42	0.0122	4	38	406	3036	-0.662838611799867	c122
DHX9	C3	0.732657759285213	0.970992211100885	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4587	79	0.0172	9	70	583	4004	-0.354746559774108	c068
DAZAP1	C3	0.750138352506191	0.988206212882407	up_in_subtype	4	BLCA,CESC,LIHC,LUSC	1448	20	0.0138	4	16	154	1294	0.989264581475219	c216
FOXA2	C3	0.761556878502063	0.997276864705082	up_in_rest	2	LUSC,UCEC	883	19	0.0215	1	18	50	833	-0.275260650797714	c231
TCF7L2	C3	0.766946430968567	0.99839180362772	up_in_rest	4	COADREAD,LUAD,STAD,UCEC	1652	44	0.0266	4	40	260	1392	-0.338024774651895	c206
NCOR1	C3	0.774620867587259	1	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,KIRP,LUAD,LUSC,OV,STAD,UCEC	5136	185	0.036	25	160	955	4181	-0.405800533209302	c047
MSH3	C3	0.795876386925968	1	up_in_subtype	5	BLCA,HNSC,LUAD,LUSC,UCEC	2175	30	0.0138	4	26	239	1936	0.317415871273636	c180
RAD21	C3	0.825601979907438	1	up_in_rest	5	BLCA,CESC,COADREAD,LUAD,LUSC	1978	38	0.0192	2	36	208	1770	-0.464273064040574	c187
ACVR2A	C3	0.832145958312249	1	up_in_subtype	6	BRCA,COADREAD,LIHC,LUAD,STAD,UCEC	2994	33	0.011	5	28	555	2439	0.0871315827899845	c145
BRD7	C3	0.832491305726379	1	up_in_subtype	3	BLCA,BRCA,LIHC	1730	25	0.0145	5	20	315	1415	0.409169913205733	c197
PDS5B	C3	0.838691879373982	1	up_in_rest	10	BLCA,BRCA,HNSC,KIRC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4383	75	0.0171	12	63	875	3508	-0.0968834120013351	c074
FUBP1	C3	0.857233660998153	1	up_in_rest	4	BLCA,HNSC,LGG,LUAD	1799	37	0.0206	2	35	199	1600	-0.685215022967164	c195
TRAF3	C3	0.863814217537423	1	up_in_rest	6	BRCA,CESC,HNSC,LUAD,LUSC,STAD	2960	31	0.0105	3	28	376	2584	-0.450116703688684	c146
NRAS	C3	0.943454660175634	1	up_in_subtype	8	BLCA,COADREAD,LIHC,LUSC,OV,TGCT,THCA,UCEC	2852	103	0.0361	43	60	661	2191	0.504808389569188	c153
NF1	C3	1	1	up_in_rest	16	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PCPG,STAD,UCEC	6165	267	0.0433	42	225	1200	4965	-0.0513062919713882	c013
PTEN	C3	1	1	up_in_subtype	16	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,LGG,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC,UCS	6006	463	0.0771	58	405	1113	4893	0.0945747900860338	c017
CHD4	C3	1	1	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC,UCS	5540	214	0.0386	29	185	1195	4345	0.0233782287886006	c032
MGA	C3	1	1	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5193	190	0.0366	24	166	784	4409	-0.19634406476611	c046
ARHGAP35	C3	1	1	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,OV,STAD,UCEC	5111	159	0.0311	14	145	890	4221	-0.371703468132778	c048
KRAS	C3	1	1	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,KIRP,LIHC,LUAD,LUSC,OV,PAAD,STAD,TGCT,UCEC,UCS	4835	621	0.1284	114	507	814	4021	0.155676172478998	c057
NOTCH2	C3	1	1	up_in_subtype	12	BLCA,BRCA,CESC,ESCA,GBM,HNSC,KIRC,LIHC,LUAD,LUSC,STAD,UCEC	4755	128	0.0269	20	108	879	3876	0.189458884228876	c061
POLE	C3	1	1	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LUAD,LUSC,STAD,UCEC	4597	127	0.0276	17	110	760	3837	0.0916419532903834	c066
ASXL1	C3	1	1	up_in_rest	10	BLCA,BRCA,COADREAD,ESCA,HNSC,KIRC,LUAD,LUSC,STAD,UCEC	4498	118	0.0262	12	106	766	3732	-0.0878817557458689	c070
LATS1	C3	1	1	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,OV,STAD,UCEC	4413	90	0.0204	5	85	457	3956	-0.43038505584091	c077
MYH9	C3	1	1	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,OV,STAD,UCEC	4413	160	0.0363	15	145	457	3956	0.248646759563875	c077
SCAF4	C3	1	1	up_in_rest	10	ACC,BLCA,BRCA,COADREAD,HNSC,KIRC,LUAD,LUSC,STAD,UCEC	4406	81	0.0184	10	71	783	3623	-0.170148249565331	c079
NUP133	C3	1	1	up_in_rest	9	BLCA,BRCA,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4318	71	0.0164	8	63	583	3735	-0.217056479607732	c083
PTCH1	C3	1	1	up_in_rest	9	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,OV,STAD,UCEC	4144	84	0.0203	8	76	457	3687	-0.100589387981617	c087
TGFBR2	C3	1	1	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,PAAD,STAD	4123	83	0.0201	4	79	454	3669	-0.244624027301063	c089
BAP1	C3	1	1	up_in_subtype	11	BLCA,BRCA,CESC,CHOL,KIRC,KIRP,LIHC,LUAD,MESO,STAD,UCEC	3925	121	0.0308	47	74	1083	2842	0.131676267965524	c095
PIK3CG	C3	1	1	up_in_rest	10	BLCA,COADREAD,GBM,HNSC,LUAD,LUSC,OV,PRAD,STAD,UCEC	3650	135	0.037	15	120	595	3055	-0.25705919221315	c107
INPPL1	C3	1	1	up_in_subtype	7	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,UCEC	3632	77	0.0212	7	70	421	3211	0.0652893110099026	c108
ACVR1B	C3	1	1	up_in_rest	7	BRCA,COADREAD,HNSC,LUAD,LUSC,STAD,UCEC	3586	62	0.0173	7	55	435	3151	-0.070544847825382	c111
PIK3CB	C3	1	1	up_in_rest	8	BLCA,BRCA,GBM,HNSC,LUAD,LUSC,OV,UCEC	3446	59	0.0171	4	55	408	3038	-0.272745067218037	c116
ESR1	C3	1	1	up_in_subtype	7	BLCA,BRCA,COADREAD,LUAD,LUSC,STAD,UCEC	3485	49	0.0141	7	42	453	3032	0.0802868133925281	c119
KEL	C3	1	1	up_in_rest	9	BLCA,COADREAD,GBM,HNSC,LGG,LUAD,LUSC,SARC,UCEC	3444	73	0.0212	9	64	300	3144	-0.141611261392194	c124
JAK3	C3	1	1	up_in_rest	8	BLCA,BRCA,GBM,LIHC,LUAD,LUSC,OV,UCEC	3301	58	0.0176	5	53	534	2767	-0.315485076142271	c129
PLXNB2	C3	1	1	up_in_rest	8	BLCA,CESC,COADREAD,HNSC,KIRP,LUAD,LUSC,UCEC	3169	133	0.042	16	117	447	2722	-0.138724376694293	c138
SMC3	C3	1	1	up_in_rest	6	BLCA,BRCA,KIRC,LUAD,STAD,UCEC	2933	39	0.0133	10	29	737	2196	-0.159775994823503	c147
XPO1	C3	1	1	up_in_subtype	6	BLCA,BRCA,CESC,HNSC,LIHC,LUAD	2903	39	0.0134	8	31	484	2419	0.00782034460220071	c151
EEF2	C3	1	1	up_in_rest	5	BLCA,BRCA,HNSC,STAD,UCEC	2653	29	0.0109	3	26	267	2386	-0.0310183451393944	c161
POLRMT	C3	1	1	up_in_rest	5	BRCA,CESC,COADREAD,LUAD,UCEC	2577	41	0.0159	4	37	393	2184	-0.123759404740752	c165
MAP2K4	C3	1	1	up_in_subtype	4	BRCA,COADREAD,LUAD,UCEC	2308	50	0.0217	10	40	393	1915	0.113685178466641	c173
FGFR3	C3	1	1	up_in_rest	5	BLCA,HNSC,KIRP,LUSC,STAD	1932	91	0.0471	7	84	255	1677	-0.238323884551931	c188
IL6ST	C3	1	1	up_in_subtype	3	BLCA,BRCA,COADREAD	1845	20	0.0108	2	18	202	1643	0.231986263544018	c191
PAX5	C3	1	1	up_in_rest	4	COADREAD,HNSC,LUAD,LUSC	1810	26	0.0144	2	24	190	1620	-0.0232368184030454	c193
ZC3H12A	C3	1	1	up_in_subtype	3	BLCA,BRCA,STAD	1728	20	0.0116	2	18	221	1507	0.0162290310050458	c199
ZBTB7B	C3	1	1	up_in_rest	5	BLCA,LUAD,LUSC,UCEC,UCS	1714	38	0.0222	3	35	237	1477	-0.429036362336512	c201
CYLD	C3	1	1	up_in_subtype	4	HNSC,LUAD,LUSC,STAD	1693	31	0.0183	3	28	209	1484	0.0465756676406628	c203
KLF5	C3	1	1	up_in_subtype	4	BLCA,CESC,COADREAD,LUSC	1563	40	0.0256	2	38	41	1522	0.183643933213996	c209
PTPN11	C3	1	1	up_in_subtype	4	COADREAD,GBM,LGG,LUAD	1484	20	0.0135	2	18	192	1292	0.500105188363619	c215
B2M	C3	1	1	up_in_subtype	3	COADREAD,HNSC,LUAD	1363	16	0.0117	3	13	184	1179	0.760220953983083	c218
PSIP1	C3	1	1	up_in_subtype	3	BLCA,HNSC,LUAD	1292	26	0.0201	3	23	189	1103	0.526202134706168	c221
PIK3R2	C3	1	1	up_in_rest	3	LUSC,STAD,UCEC	1225	25	0.0204	1	24	84	1141	-0.118329782495597	c224
STK11	C3	1	1	up_in_subtype	3	CESC,HNSC,LUAD	1173	63	0.0537	16	47	169	1004	0.0433228956985199	c226
RXRA	C3	1	1	up_in_rest	3	BLCA,LIHC,UCEC	1168	31	0.0265	2	29	192	976	-0.327626662925193	c227
CIC	C4	6.46534557241204e-06	0.00142237602593065	up_in_rest	10	BLCA,CESC,COADREAD,HNSC,LGG,LIHC,LUAD,LUSC,STAD,UCEC	4096	159	0.0388	8	151	399	3697	-2.60299902890659	c091
EGFR	C4	7.67001217885562e-05	0.00843701339674118	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LGG,LUAD,LUSC,OV,STAD,UCEC	5023	189	0.0376	69	120	470	4553	1.66190461776006	c050
CDH1	C4	0.00279750934929933	0.205150685615284	up_in_rest	7	BLCA,BRCA,LIHC,LUAD,LUSC,STAD,UCEC	3370	126	0.0374	2	124	318	3052	-2.33489857117135	c128
FGFR3	C4	0.00461923643125178	0.254058003718848	up_in_subtype	5	BLCA,HNSC,KIRP,LUSC,STAD	1932	91	0.0471	16	75	115	1817	2.06876870019512	c188
CHD4	C4	0.00988892094607732	0.425601700749023	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC,UCS	5540	214	0.0386	6	208	441	5099	-1.37272653781573	c032
GNAS	C4	0.011607319111337	0.425601700749023	up_in_subtype	8	BLCA,CESC,COADREAD,ESCA,LUAD,PAAD,STAD,UCEC	2625	44	0.0168	5	39	100	2525	3.05230095639133	c167
MAP3K1	C4	0.0148363978429427	0.466286789349628	up_in_rest	7	BLCA,BRCA,COADREAD,GBM,LUAD,LUSC,UCEC	3246	95	0.0293	2	93	269	2977	-1.98846039030344	c133
KEL	C4	0.0227843983061464	0.593800341727459	up_in_subtype	9	BLCA,COADREAD,GBM,HNSC,LGG,LUAD,LUSC,SARC,UCEC	3444	73	0.0212	18	55	385	3059	1.93493276804152	c124
MSH2	C4	0.0293085236687168	0.593800341727459	up_in_subtype	3	BLCA,BRCA,LUAD	1801	22	0.0122	4	18	137	1664	2.96380320394963	c192
TSC1	C4	0.0322696132258215	0.593800341727459	up_in_rest	6	BLCA,BRCA,LIHC,LUAD,LUSC,UCEC	3028	57	0.0188	2	55	309	2719	-2.31490669103879	c143
XPO1	C4	0.0330714547699721	0.593800341727459	up_in_rest	6	BLCA,BRCA,CESC,HNSC,LIHC,LUAD	2903	39	0.0134	1	38	296	2607	-1.48108180065631	c151
ASXL1	C4	0.0382148294645011	0.593800341727459	up_in_subtype	10	BLCA,BRCA,COADREAD,ESCA,HNSC,KIRC,LUAD,LUSC,STAD,UCEC	4498	118	0.0262	12	106	205	4293	0.958593140087109	c070
